entryId,cefrLevel,unitNumber,expression,partOfSpeech,koreanMeaning,source
EN-C1-00038,C1,2,conformity,noun,"순응, 따름",OCTANOVE_1_0
EN-C1-00039,C1,2,unconventional,adjective,"관습에 얽매이지 않는, 독특한",OCTANOVE_1_0
EN-C1-00040,C1,2,congregate,verb,"모이다, 집합하다",OCTANOVE_1_0
EN-C1-00041,C1,3,rally,verb,"모으다, 결집하다",OCTANOVE_1_0
EN-C1-00042,C1,3,resent,verb,"분하게 여기다, 억울해하다",OCTANOVE_1_0
EN-C1-00043,C1,3,self-conscious,adjective,남의 시선을 의식하는,OCTANOVE_1_0
EN-C1-00044,C1,3,wary,adjective,"경계하는, 조심하는",OCTANOVE_1_0
EN-C1-00045,C1,3,stoke,verb,"불을 지피다, 부추기다",OCTANOVE_1_0
EN-C1-00046,C1,3,dynamically,adverb,역동적으로,OCTANOVE_1_0
EN-C1-00047,C1,3,hostess,noun,여주인,OCTANOVE_1_0
EN-C1-00048,C1,3,perpetuate,verb,"영속화하다, 지속시키다",OCTANOVE_1_0
EN-C1-00049,C1,3,naturalness,noun,자연스러움,OCTANOVE_1_0
EN-C1-00050,C1,3,exhibitionist,noun,과시적인 사람,OCTANOVE_1_0
EN-C1-00051,C1,3,isolate,verb,"격리하다, 고립시키다",OCTANOVE_1_0
EN-C1-00052,C1,3,isolated,adjective,고립된,OCTANOVE_1_0
EN-C1-00053,C1,3,humble,verb,"겸손하게 만들다, 굴욕감을 주다",OCTANOVE_1_0
EN-C1-00054,C1,3,humble,adjective,"겸손한, 초라한",OCTANOVE_1_0
EN-C1-00055,C1,3,refreshingly,adverb,"상쾌하게, 신선하게",OCTANOVE_1_0
EN-C1-00056,C1,3,effortless,adjective,"노력하지 않는, 쉬운",OCTANOVE_1_0
EN-C1-00057,C1,3,vegetation,noun,"초목, 식물",OCTANOVE_1_0
EN-C1-00058,C1,3,brief,verb,"보고하다, 지시하다",OCTANOVE_1_0
EN-C1-00059,C1,3,respite,noun,"일시적인 휴식, 유예",OCTANOVE_1_0
EN-C1-00060,C1,3,suffice,verb,충분하다,OCTANOVE_1_0
EN-C1-00061,C1,4,purity,noun,순수함,OCTANOVE_1_0
EN-C1-00062,C1,4,gruelling,adjective,"녹초로 만드는, 아주 힘든",OCTANOVE_1_0
EN-C1-00063,C1,4,cast,noun,깁스; 주형,OCTANOVE_1_0
EN-C1-00064,C1,4,cast,verb,배역을 맡기다; 배우를 캐스팅하다,OCTANOVE_1_0
EN-C1-00065,C1,4,cast,verb,의혹을 제기하다; 의심을 불러일으키다,OCTANOVE_1_0
EN-C1-00066,C1,4,comprise,verb,"구성하다, 포함하다",OCTANOVE_1_0
EN-C1-00067,C1,4,plaster,noun,"회반죽, 석고",OCTANOVE_1_0
EN-C1-00068,C1,4,plaster,verb,"회반죽을 바르다, 도배하다",OCTANOVE_1_0
EN-C1-00069,C1,4,darkroom,noun,암실,OCTANOVE_1_0
EN-C1-00070,C1,4,induct,verb,"취임시키다, 인도하다",OCTANOVE_1_0
EN-C1-00071,C1,4,induction,noun,"취임식, 유도",OCTANOVE_1_0
EN-C1-00072,C1,4,stock,verb,"재고를 채우다, 비축하다",OCTANOVE_1_0
EN-C1-00073,C1,4,fossil,noun,화석,OCTANOVE_1_0
EN-C1-00074,C1,4,geological,adjective,지질학의,OCTANOVE_1_0
EN-C1-00075,C1,4,geologically,adverb,지질학적으로,OCTANOVE_1_0
EN-C1-00076,C1,4,house,verb,"수용하다, 보관하다",OCTANOVE_1_0
EN-C1-00077,C1,4,specimen,noun,표본,OCTANOVE_1_0
EN-C1-00078,C1,4,enormously,adverb,엄청나게,OCTANOVE_1_0
EN-C1-00079,C1,4,gem,noun,"보석, 귀중품",OCTANOVE_1_0
EN-C1-00080,C1,4,explanatory,adjective,설명적인,OCTANOVE_1_0
EN-C1-00081,C1,5,vertical,adjective,수직의,OCTANOVE_1_0
EN-C1-00082,C1,5,knowledgeable,adjective,"아는 것이 많은, 박식한",OCTANOVE_1_0
EN-C1-00083,C1,5,ordinarily,adverb,"보통, 대개",OCTANOVE_1_0
EN-C1-00084,C1,5,hanging,noun,"걸려 있는 것, 벽걸이 장식",OCTANOVE_1_0
EN-C1-00085,C1,5,hanging,noun,"걸려 있는 것, 벽걸이 장식",OCTANOVE_1_0
EN-C1-00086,C1,5,tomb,noun,무덤,OCTANOVE_1_0
EN-C1-00087,C1,5,formulate,verb,"만들어내다, 공식화하다",OCTANOVE_1_0
EN-C1-00088,C1,5,resin,noun,"수지, 송진",OCTANOVE_1_0
EN-C1-00089,C1,5,sacrifice,noun,"희생, 제물",OCTANOVE_1_0
EN-C1-00090,C1,5,sacrifice,verb,"희생하다, 제물로 바치다",OCTANOVE_1_0
EN-C1-00091,C1,5,cleanly,adverb,깔끔하게,OCTANOVE_1_0
EN-C1-00092,C1,5,endorsement,noun,"지지, 배서",OCTANOVE_1_0
EN-C1-00093,C1,5,stretching,noun,"늘리기, 스트레칭",OCTANOVE_1_0
EN-C1-00094,C1,5,continuity,noun,연속성,OCTANOVE_1_0
EN-C1-00095,C1,5,shambles,noun,"난장판, 혼란 상태",OCTANOVE_1_0
EN-C1-00096,C1,5,claustrophobic,adjective,폐소공포증의,OCTANOVE_1_0
EN-C1-00097,C1,5,claustrophobia,noun,폐소공포증,OCTANOVE_1_0
EN-C1-00098,C1,5,headstrong,adjective,"고집 센, 제멋대로인",OCTANOVE_1_0
EN-C1-00099,C1,5,tact,noun,"재치, 요령",OCTANOVE_1_0
EN-C1-00100,C1,5,tactful,adjective,"재치 있는, 요령 있는",OCTANOVE_1_0
EN-C1-00101,C1,6,tactfully,adverb,"재치 있게, 요령 있게",OCTANOVE_1_0
EN-C1-00102,C1,6,blister,noun,물집,OCTANOVE_1_0
EN-C1-00103,C1,6,blister,verb,물집이 생기다,OCTANOVE_1_0
EN-C1-00104,C1,6,sponsorship,noun,후원,OCTANOVE_1_0
EN-C1-00105,C1,6,ego,noun,자아; 자존심,OCTANOVE_1_0
EN-C1-00106,C1,6,class,verb,분류하다,OCTANOVE_1_0
EN-C1-00107,C1,6,saloon,noun,술집; 대형 세단,OCTANOVE_1_0
EN-C1-00108,C1,6,lap,noun,한 바퀴; 한 차례의 왕복,OCTANOVE_1_0
EN-C1-00109,C1,6,beforehand,adverb,미리; 사전에,OCTANOVE_1_0
EN-C1-00110,C1,6,slob,noun,게으름뱅이,OCTANOVE_1_0
EN-C1-00111,C1,6,coverage,noun,보도; 범위,OCTANOVE_1_0
EN-C1-00112,C1,6,unplug,verb,플러그를 뽑다,OCTANOVE_1_0
EN-C1-00113,C1,6,gadget,noun,장치; 도구,OCTANOVE_1_0
EN-C1-00114,C1,6,rediscover,verb,재발견하다,OCTANOVE_1_0
EN-C1-00115,C1,6,subtly,adverb,미묘하게,OCTANOVE_1_0
EN-C1-00116,C1,6,brainwash,verb,세뇌하다,OCTANOVE_1_0
EN-C1-00117,C1,6,brainwashing,noun,세뇌,OCTANOVE_1_0
EN-C1-00118,C1,6,implicate,verb,연루시키다; 함축하다,OCTANOVE_1_0
EN-C1-00119,C1,6,craft,verb,공들여 만들다,OCTANOVE_1_0
EN-C1-00120,C1,6,malfunction,verb,오작동하다,OCTANOVE_1_0
EN-C1-00121,C1,7,dependent,noun,부양가족,OCTANOVE_1_0
EN-C1-00122,C1,7,wayside,noun,길가,OCTANOVE_1_0
EN-C1-00123,C1,7,expire,verb,만료되다; 끝나다,OCTANOVE_1_0
EN-C1-00124,C1,7,con,verb,속이다,OCTANOVE_1_0
EN-C1-00125,C1,7,con,noun,사기; 반대 의견,OCTANOVE_1_0
EN-C1-00126,C1,7,puzzle,verb,당혹하게 하다,OCTANOVE_1_0
EN-C1-00127,C1,7,damply,adverb,축축하게,OCTANOVE_1_0
EN-C1-00128,C1,7,ghostly,adjective,유령 같은,OCTANOVE_1_0
EN-C1-00129,C1,7,carrier,noun,운송인; 보균자,OCTANOVE_1_0
EN-C1-00130,C1,7,washtub,noun,빨래통,OCTANOVE_1_0
EN-C1-00131,C1,7,apt,adjective,적절한; 재능 있는,OCTANOVE_1_0
EN-C1-00132,C1,7,apt to,verb,하기 쉬운,OCTANOVE_1_0
EN-C1-00133,C1,7,portable,adjective,휴대용의,OCTANOVE_1_0
EN-C1-00134,C1,7,portable,noun,휴대용 기기,OCTANOVE_1_0
EN-C1-00135,C1,7,ornamental,adjective,장식용의,OCTANOVE_1_0
EN-C1-00136,C1,7,placid,adjective,차분한,OCTANOVE_1_0
EN-C1-00137,C1,7,placidly,adverb,차분하게,OCTANOVE_1_0
EN-C1-00138,C1,7,unmanageable,adjective,다루기 힘든,OCTANOVE_1_0
EN-C1-00139,C1,7,appliance,noun,가전제품; 기구,OCTANOVE_1_0
EN-C1-00140,C1,7,relinquish,verb,포기하다; 내주다,OCTANOVE_1_0
EN-C1-00141,C1,8,tedious,adjective,지루한,OCTANOVE_1_0
EN-C1-00142,C1,8,tedium,noun,지루함,OCTANOVE_1_0
EN-C1-00143,C1,8,exert,verb,발휘하다; 행사하다,OCTANOVE_1_0
EN-C1-00144,C1,8,extortion,noun,강탈; 착취,OCTANOVE_1_0
EN-C1-00145,C1,8,alleviate,verb,완화하다,OCTANOVE_1_0
EN-C1-00146,C1,8,elaborate,adjective,정교한,OCTANOVE_1_0
EN-C1-00147,C1,8,elaborate,verb,상술하다,OCTANOVE_1_0
EN-C1-00148,C1,8,elaboration,noun,상술; 정교함,OCTANOVE_1_0
EN-C1-00149,C1,8,detest,verb,혐오하다,OCTANOVE_1_0
EN-C1-00150,C1,8,detestable,adjective,혐오스러운,OCTANOVE_1_0
EN-C1-00151,C1,8,suds,noun,거품,OCTANOVE_1_0
EN-C1-00152,C1,8,agreeable,adjective,쾌적한; 동의할 수 있는,OCTANOVE_1_0
EN-C1-00153,C1,8,prowl,verb,배회하다,OCTANOVE_1_0
EN-C1-00154,C1,8,speculate,verb,추측하다; 투기하다,OCTANOVE_1_0
EN-C1-00155,C1,8,speculation,noun,추측; 투기,OCTANOVE_1_0
EN-C1-00156,C1,8,speculative,adjective,추측의; 투기적인,OCTANOVE_1_0
EN-C1-00157,C1,8,peacock,noun,공작,OCTANOVE_1_0
EN-C1-00158,C1,8,disdain,noun,경멸,OCTANOVE_1_0
EN-C1-00159,C1,8,reenact,verb,재연하다,OCTANOVE_1_0
EN-C1-00160,C1,8,torment,verb,괴롭히다,OCTANOVE_1_0
EN-C1-00161,C1,9,torment,noun,고통; 괴롭힘,OCTANOVE_1_0
EN-C1-00162,C1,9,extravagance,noun,낭비; 사치,OCTANOVE_1_0
EN-C1-00163,C1,9,exploit,verb,착취하다; 활용하다,OCTANOVE_1_0
EN-C1-00164,C1,9,exploitation,noun,착취; 개발,OCTANOVE_1_0
EN-C1-00165,C1,9,mechanism,noun,기계; 메커니즘,OCTANOVE_1_0
EN-C1-00166,C1,9,hence,adverb,따라서,OCTANOVE_1_0
EN-C1-00167,C1,9,offspring,noun,자식; 새끼,OCTANOVE_1_0
EN-C1-00168,C1,9,implicate,verb,연루시키다,OCTANOVE_1_0
EN-C1-00169,C1,9,fit,adjective,적합한; 알맞은,OCTANOVE_1_0
EN-C1-00170,C1,9,oblige,verb,의무를 지우다; 베풀다,OCTANOVE_1_0
EN-C1-00171,C1,9,drive,verb,운전하다; 몰아붙이다,OCTANOVE_1_0
EN-C1-00172,C1,9,drive,noun,운전; 진입로,OCTANOVE_1_0
EN-C1-00173,C1,9,collaborate,verb,협력하다,OCTANOVE_1_0
EN-C1-00174,C1,9,collaborator,noun,협력자,OCTANOVE_1_0
EN-C1-00175,C1,9,collaboration,noun,협력,OCTANOVE_1_0
EN-C1-00176,C1,9,collaborative,adjective,협력적인,OCTANOVE_1_0
EN-C1-00177,C1,9,showy,adjective,화려한; 과시하는,OCTANOVE_1_0
EN-C1-00178,C1,9,wrangle,verb,언쟁하다,OCTANOVE_1_0
EN-C1-00179,C1,9,premise,noun,전제,OCTANOVE_1_0
EN-C1-00180,C1,9,advantageous,adjective,유리한,OCTANOVE_1_0
EN-C1-00181,C1,10,parasite,noun,기생충,OCTANOVE_1_0
EN-C1-00182,C1,10,fanciful,adjective,공상적인,OCTANOVE_1_0
EN-C1-00183,C1,10,poise,noun,침착함; 균형,OCTANOVE_1_0
EN-C1-00184,C1,10,customary,adjective,관례적인,OCTANOVE_1_0
EN-C1-00185,C1,10,insightful,adjective,통찰력 있는,OCTANOVE_1_0
EN-C1-00186,C1,10,notable,adjective,주목할 만한,OCTANOVE_1_0
EN-C1-00187,C1,10,vicious,adjective,잔인한; 악의 있는,OCTANOVE_1_0
EN-C1-00188,C1,10,viciously,adverb,잔인하게,OCTANOVE_1_0
EN-C1-00189,C1,10,pupil,noun,학생; 눈동자,OCTANOVE_1_0
EN-C1-00190,C1,10,withdrawn,adjective,내성적인; 철회한,OCTANOVE_1_0
EN-C1-00191,C1,10,withdrawal,noun,철회; 인출,OCTANOVE_1_0
EN-C1-00192,C1,10,torturous,adjective,고통스러운,OCTANOVE_1_0
EN-C1-00193,C1,10,depict,verb,묘사하다,OCTANOVE_1_0
EN-C1-00194,C1,10,depiction,noun,묘사,OCTANOVE_1_0
EN-C1-00195,C1,10,upheaval,noun,격변,OCTANOVE_1_0
EN-C1-00196,C1,10,shortlist,verb,최종 후보 명단에 올리다,OCTANOVE_1_0
EN-C1-00197,C1,10,shortlist,noun,최종 후보 명단,OCTANOVE_1_0
EN-C1-00198,C1,10,uneventful,adjective,별일 없는; 평온한,OCTANOVE_1_0
EN-C1-00199,C1,10,pertinent,adjective,관련된; 적절한,OCTANOVE_1_0
EN-C1-00200,C1,10,pertain to,verb,관련되다,OCTANOVE_1_0
EN-C1-00201,C1,11,daydream,noun,공상,OCTANOVE_1_0
EN-C1-00202,C1,11,daydream,verb,공상하다,OCTANOVE_1_0
EN-C1-00203,C1,11,protagonist,noun,주인공,OCTANOVE_1_0
EN-C1-00204,C1,11,simplicity,noun,단순함; 간결함,OCTANOVE_1_0
EN-C1-00205,C1,11,blockbuster,noun,대성공한 영화; 대히트작,OCTANOVE_1_0
EN-C1-00206,C1,11,resonate,verb,공감을 불러일으키다; 울려 퍼지다,OCTANOVE_1_0
EN-C1-00207,C1,11,sequel,noun,속편,OCTANOVE_1_0
EN-C1-00208,C1,11,irony,noun,아이러니; 반어법,OCTANOVE_1_0
EN-C1-00209,C1,11,acidic,adjective,산성의,OCTANOVE_1_0
EN-C1-00210,C1,11,align,verb,나란히 만들다; 조정하다; 제휴하다,OCTANOVE_1_0
EN-C1-00211,C1,11,alignment,noun,나란함; 조정; 제휴,OCTANOVE_1_0
EN-C1-00212,C1,11,manipulation,noun,조작; 조종,OCTANOVE_1_0
EN-C1-00213,C1,11,suitor,noun,구혼자,OCTANOVE_1_0
EN-C1-00214,C1,11,deceit,noun,기만; 속임수,OCTANOVE_1_0
EN-C1-00215,C1,11,alienate,verb,소외감을 느끼게 하다; 멀리하다,OCTANOVE_1_0
EN-C1-00216,C1,11,persuasively,adverb,설득력 있게,OCTANOVE_1_0
EN-C1-00217,C1,11,compel,verb,강요하다; 굴복시키다,OCTANOVE_1_0
EN-C1-00218,C1,11,confinement,noun,감금; 제한,OCTANOVE_1_0
EN-C1-00219,C1,11,minutiae,noun,상세한 점; 사소한 것들,OCTANOVE_1_0
EN-C1-00220,C1,11,peasant,noun,소작농; 농부,OCTANOVE_1_0
EN-C1-00221,C1,12,inexplicable,adjective,설명할 수 없는; 불가사의한,OCTANOVE_1_0
EN-C1-00222,C1,12,inexplicably,adverb,설명할 수 없이; 불가사의하게,OCTANOVE_1_0
EN-C1-00223,C1,12,pigeon,noun,비둘기,OCTANOVE_1_0
EN-C1-00224,C1,12,harass,verb,괴롭히다; 희롱하다,OCTANOVE_1_0
EN-C1-00225,C1,12,harassment,noun,괴롭힘; 희롱,OCTANOVE_1_0
EN-C1-00226,C1,12,believably,adverb,믿을 수 있게,OCTANOVE_1_0
EN-C1-00227,C1,12,readable,adjective,읽기 쉬운; 읽을 만한,OCTANOVE_1_0
EN-C1-00228,C1,12,cleverness,noun,영리함; 재치,OCTANOVE_1_0
EN-C1-00229,C1,12,persecute,verb,박해하다; 괴롭히다,OCTANOVE_1_0
EN-C1-00230,C1,12,persecution,noun,박해; 학대,OCTANOVE_1_0
EN-C1-00231,C1,12,smug,adjective,자아도취에 빠진; 우쭐해하는,OCTANOVE_1_0
EN-C1-00232,C1,12,smugly,adverb,우쭐해서; 자아도취적으로,OCTANOVE_1_0
EN-C1-00233,C1,12,ferocious,adjective,흉포한; 잔인한,OCTANOVE_1_0
EN-C1-00234,C1,12,ferociously,adverb,흉포하게; 잔인하게,OCTANOVE_1_0
EN-C1-00235,C1,12,hostile,adjective,적대적인,OCTANOVE_1_0
EN-C1-00236,C1,12,hostility,noun,적대감,OCTANOVE_1_0
EN-C1-00237,C1,12,dismay,verb,실망시키다; 당황하게 하다,OCTANOVE_1_0
EN-C1-00238,C1,12,dismay,noun,실망; 당황,OCTANOVE_1_0
EN-C1-00239,C1,12,methodical,adjective,체계적인; 꼼꼼한,OCTANOVE_1_0
EN-C1-00240,C1,12,ruthless,adjective,무자비한,OCTANOVE_1_0
EN-C1-00241,C1,13,ruthlessness,noun,무자비함,OCTANOVE_1_0
EN-C1-00242,C1,13,talkative,adjective,말하기 좋아하는; 수다스러운,OCTANOVE_1_0
EN-C1-00243,C1,13,awe,verb,경외심을 갖게 하다,OCTANOVE_1_0
EN-C1-00244,C1,13,clan,noun,씨족; 일족,OCTANOVE_1_0
EN-C1-00245,C1,13,privileged,adjective,특권을 가진,OCTANOVE_1_0
EN-C1-00246,C1,13,crumble,verb,부서지다; 무너지다,OCTANOVE_1_0
EN-C1-00247,C1,13,crumb,noun,부스러기,OCTANOVE_1_0
EN-C1-00248,C1,13,pace,verb,서성거리다; 속도를 조절하다,OCTANOVE_1_0
EN-C1-00249,C1,13,closeness,noun,친밀함; 가까움,OCTANOVE_1_0
EN-C1-00250,C1,13,rarity,noun,희귀함; 드묾,OCTANOVE_1_0
EN-C1-00251,C1,13,evoke,verb,떠올려 주다; 환기시키다,OCTANOVE_1_0
EN-C1-00252,C1,13,repel,verb,쫓아버리다; 혐오감을 주다,OCTANOVE_1_0
EN-C1-00253,C1,13,repellant,noun,방충제; 혐오물,OCTANOVE_1_0
EN-C1-00254,C1,13,repellant,adjective,혐오감을 주는; 쫓아버리는,OCTANOVE_1_0
EN-C1-00255,C1,13,aqua,adjective,물색의; 청록색의,OCTANOVE_1_0
EN-C1-00256,C1,13,aquarium,noun,수족관,OCTANOVE_1_0
EN-C1-00257,C1,13,insightful,adjective,통찰력 있는,OCTANOVE_1_0
EN-C1-00258,C1,13,insightfully,adverb,통찰력 있게,OCTANOVE_1_0
EN-C1-00259,C1,13,flashback,noun,회상 장면,OCTANOVE_1_0
EN-C1-00260,C1,13,self-worth,noun,자존감,OCTANOVE_1_0
EN-C1-00261,C1,14,agonize,verb,고뇌하다; 고민하다,OCTANOVE_1_0
EN-C1-00262,C1,14,cite,verb,언급하다; 인용하다,OCTANOVE_1_0
EN-C1-00263,C1,14,citation,noun,인용; 언급,OCTANOVE_1_0
EN-C1-00264,C1,14,recite,verb,암송하다; 읊다,OCTANOVE_1_0
EN-C1-00265,C1,14,ecstasy,noun,황홀경; 무아지경,OCTANOVE_1_0
EN-C1-00266,C1,14,ecstatic,adjective,황홀해하는,OCTANOVE_1_0
EN-C1-00267,C1,14,ecstatically,adverb,황홀하게,OCTANOVE_1_0
EN-C1-00268,C1,14,pleasurable,adjective,즐거운; 유쾌한,OCTANOVE_1_0
EN-C1-00269,C1,14,nature,noun,본질; 성질; 특성,OCTANOVE_1_0
EN-C1-00270,C1,14,substantially,adverb,상당히; 실질적으로,OCTANOVE_1_0
EN-C1-00271,C1,14,favorably/favourably,adverb,호의적으로,OCTANOVE_1_0
EN-C1-00272,C1,14,diversity,noun,다양성,OCTANOVE_1_0
EN-C1-00273,C1,14,elitist,noun,엘리트주의자,OCTANOVE_1_0
EN-C1-00274,C1,14,grumble,verb,투덜거리다,OCTANOVE_1_0
EN-C1-00275,C1,14,rumble,verb,우르릉거리다,OCTANOVE_1_0
EN-C1-00276,C1,14,rumble,noun,우르릉거리는 소리,OCTANOVE_1_0
EN-C1-00277,C1,14,neglectful,adjective,태만한; 소홀한,OCTANOVE_1_0
EN-C1-00278,C1,14,roundup,noun,요약; 검거,OCTANOVE_1_0
EN-C1-00279,C1,14,conscientious,adjective,양심적인; 성실한,OCTANOVE_1_0
EN-C1-00280,C1,14,conscientiously,adverb,양심적으로; 성실하게,OCTANOVE_1_0
EN-C1-00281,C1,15,indefinite,adjective,무기한의; 불분명한,OCTANOVE_1_0
EN-C1-00282,C1,15,indefinitely,adverb,무기한으로,OCTANOVE_1_0
EN-C1-00283,C1,15,atmospheric,adjective,분위기 있는,OCTANOVE_1_0
EN-C1-00284,C1,15,fuse,verb,융합하다; 녹이다,OCTANOVE_1_0
EN-C1-00285,C1,15,fusion,noun,융합; 결합,OCTANOVE_1_0
EN-C1-00286,C1,15,robust,adjective,튼튼한; 탄탄한,OCTANOVE_1_0
EN-C1-00287,C1,15,robustly,adverb,튼튼하게; 탄탄하게,OCTANOVE_1_0
EN-C1-00288,C1,15,dismal,adjective,음울한; 형편없는,OCTANOVE_1_0
EN-C1-00289,C1,15,dismally,adverb,음울하게; 형편없이,OCTANOVE_1_0
EN-C1-00290,C1,15,crave,verb,갈망하다,OCTANOVE_1_0
EN-C1-00291,C1,15,craving,noun,갈망; 열망,OCTANOVE_1_0
EN-C1-00292,C1,15,prospective,adjective,장래의; 유망한,OCTANOVE_1_0
EN-C1-00293,C1,15,swap,verb,교환하다,OCTANOVE_1_0
EN-C1-00294,C1,15,remotely,adverb,멀리서; 아주 조금,OCTANOVE_1_0
EN-C1-00295,C1,15,splatter,verb,튀기다; 얼룩지게 하다,OCTANOVE_1_0
EN-C1-00296,C1,15,automatic,verb,자동화하다,OCTANOVE_1_0
EN-C1-00297,C1,15,automatically,adverb,자동적으로,OCTANOVE_1_0
EN-C1-00298,C1,15,exhaust,verb,기진맥진하게 하다; 다 써버리다,OCTANOVE_1_0
EN-C1-00299,C1,15,violet,adjective,보라색의,OCTANOVE_1_0
EN-C1-00300,C1,15,bubbly,adjective,쾌활한; 거품이 이는,OCTANOVE_1_0
EN-C1-00301,C1,16,chaotically,adverb,무질서하게; 혼란스럽게,OCTANOVE_1_0
EN-C1-00302,C1,16,apprehensive,adjective,"불안한, 걱정되는",OCTANOVE_1_0
EN-C1-00303,C1,16,settee,noun,"긴 의자, 소파",OCTANOVE_1_0
EN-C1-00304,C1,16,trampoline,noun,트램펄린,OCTANOVE_1_0
EN-C1-00305,C1,16,stamina,noun,"체력, 지구력",OCTANOVE_1_0
EN-C1-00306,C1,16,ploy,noun,"책략, 유인책",OCTANOVE_1_0
EN-C1-00307,C1,16,dither,verb,"망설이다, 안절부절못하다",OCTANOVE_1_0
EN-C1-00308,C1,16,overalls,noun,"멜빵바지, 작업복",OCTANOVE_1_0
EN-C1-00309,C1,16,unison,noun,"조화, 일치",OCTANOVE_1_0
EN-C1-00310,C1,16,snail,noun,달팽이,OCTANOVE_1_0
EN-C1-00311,C1,16,bliss,noun,"더없는 행복, 기쁨",OCTANOVE_1_0
EN-C1-00312,C1,16,inexhaustible,adjective,"다 쓸 수 없는, 무진장한",OCTANOVE_1_0
EN-C1-00313,C1,16,acre,noun,에이커,OCTANOVE_1_0
EN-C1-00314,C1,16,calf,noun,송아지,OCTANOVE_1_0
EN-C1-00315,C1,16,heifer,noun,암송아지,OCTANOVE_1_0
EN-C1-00316,C1,16,ewe,noun,암양,OCTANOVE_1_0
EN-C1-00317,C1,16,adversary,noun,"적, 상대방",OCTANOVE_1_0
EN-C1-00318,C1,16,victorious,adjective,"승리한, 성공적인",OCTANOVE_1_0
EN-C1-00319,C1,16,victoriously,adverb,"승리하여, 성공적으로",OCTANOVE_1_0
EN-C1-00320,C1,16,profound,adjective,"심오한, 엄청난",OCTANOVE_1_0
EN-C1-00321,C1,17,profoundly,adverb,"심오하게, 완전히",OCTANOVE_1_0
EN-C1-00322,C1,17,baldly,adverb,"노골적으로, 퉁명스럽게",OCTANOVE_1_0
EN-C1-00323,C1,17,bald,verb,"머리를 벗기다, 대머리가 되게 하다",OCTANOVE_1_0
EN-C1-00324,C1,17,bearded,adjective,수염이 있는,OCTANOVE_1_0
EN-C1-00325,C1,17,professionalism,noun,전문성,OCTANOVE_1_0
EN-C1-00326,C1,17,artistically,adverb,예술적으로,OCTANOVE_1_0
EN-C1-00327,C1,17,popularization,noun,대중화,OCTANOVE_1_0
EN-C1-00328,C1,17,pendulum,noun,진자,OCTANOVE_1_0
EN-C1-00329,C1,17,predecessor,noun,"전임자, 이전 것",OCTANOVE_1_0
EN-C1-00330,C1,17,boast,noun,"자랑, 뽐냄",OCTANOVE_1_0
EN-C1-00331,C1,17,lapse,noun,"실수, 시간의 경과",OCTANOVE_1_0
EN-C1-00332,C1,17,ceaseless,adjective,끊임없는,OCTANOVE_1_0
EN-C1-00333,C1,17,ceaselessly,adverb,끊임없이,OCTANOVE_1_0
EN-C1-00334,C1,17,climax,noun,"절정, 클라이맥스",OCTANOVE_1_0
EN-C1-00335,C1,17,climactic,adjective,절정의,OCTANOVE_1_0
EN-C1-00336,C1,17,anticlimactic,adjective,"용두사미의, 기대에 못 미치는",OCTANOVE_1_0
EN-C1-00337,C1,17,scramble,noun,"뒤섞임, 쟁탈전",OCTANOVE_1_0
EN-C1-00338,C1,17,forfeit,verb,"몰수당하다, 포기하다",OCTANOVE_1_0
EN-C1-00339,C1,17,twitch,verb,"씰룩거리다, 경련하다",OCTANOVE_1_0
EN-C1-00340,C1,17,twitch,noun,"씰룩거림, 경련",OCTANOVE_1_0
EN-C1-00341,C1,18,intellect,noun,"지성, 지력",OCTANOVE_1_0
EN-C1-00342,C1,18,descent,noun,"하강, 내리막",OCTANOVE_1_0
EN-C1-00343,C1,18,shed,verb,"떨어뜨리다, 벗다",OCTANOVE_1_0
EN-C1-00344,C1,18,exodus,noun,"대이동, 탈출",OCTANOVE_1_0
EN-C1-00345,C1,18,immortalize,verb,"불멸하게 하다, 영원히 기억하게 하다",OCTANOVE_1_0
EN-C1-00346,C1,18,genome,noun,"게놈, 유전체",OCTANOVE_1_0
EN-C1-00347,C1,18,fraction,noun,"부분, 파편",OCTANOVE_1_0
EN-C1-00348,C1,18,faction,noun,"파벌, 당파",OCTANOVE_1_0
EN-C1-00349,C1,18,physique,noun,체격,OCTANOVE_1_0
EN-C1-00350,C1,18,utensil,noun,"도구, 기구",OCTANOVE_1_0
EN-C1-00351,C1,18,otter,noun,수달,OCTANOVE_1_0
EN-C1-00352,C1,18,clammy,adjective,축축하고 차가운,OCTANOVE_1_0
EN-C1-00353,C1,18,absolute,noun,절대적인 것,OCTANOVE_1_0
EN-C1-00354,C1,18,dispense,verb,"분배하다, 베풀다",OCTANOVE_1_0
EN-C1-00355,C1,18,dispensable,adjective,"없어도 되는, 불필요한",OCTANOVE_1_0
EN-C1-00356,C1,18,dispensary,noun,"진료소, 약국",OCTANOVE_1_0
EN-C1-00357,C1,18,indispensable,adjective,필수불가결한,OCTANOVE_1_0
EN-C1-00358,C1,18,diverge,verb,"갈라지다, 벗어나다",OCTANOVE_1_0
EN-C1-00359,C1,18,divergence,noun,"차이, 발산",OCTANOVE_1_0
EN-C1-00360,C1,18,divergent,adjective,"갈라지는, 다른",OCTANOVE_1_0
EN-C1-00361,C1,19,burst,noun,"파열, 분출",OCTANOVE_1_0
EN-C1-00362,C1,19,superficial,adjective,"피상적인, 얕은",OCTANOVE_1_0
EN-C1-00363,C1,19,superficially,adverb,피상적으로,OCTANOVE_1_0
